time;gFx;gFy;gFz;Latitude;Longitude;Speed (m/s)
14.535;1.9401;-3.1505;-0.2655;-23.19708491;-45.90992377;1.08000004
14.588;1.7858;-0.4862;0.3572;-23.19708491;-45.90992377;1.08000004
14.591;1.544;1.1026;-0.452;-23.19708491;-45.90992377;1.08000004
14.592;1.2342;2.0734;-0.4457;-23.19708491;-45.90992377;1.08000004
14.648;1.9652;2.843;-0.704;-23.19708491;-45.90992377;1.08000004
14.65;2.1159;1.6769;-0.5553;-23.19708491;-45.90992377;1.08000004
14.652;1.8573;1.3224;-0.2567;-23.19708491;-45.90992377;1.08000004
14.705;0.1921;3.0305;-0.1754;-23.19708491;-45.90992377;1.08000004
14.708;-1.3244;2.3198;-0.2457;-23.19708491;-45.90992377;1.08000004
14.709;-2.5699;1.6889;-0.1458;-23.19708491;-45.90992377;1.08000004
14.765;-5.2496;-0.9059;-0.8502;-23.19708491;-45.90992377;1.08000004
14.768;-5.9814;0.1213;-0.5597;-23.19708491;-45.90992377;1.08000004
14.769;-3.9619;0.8221;0.2634;-23.19708491;-45.90992377;1.08000004
14.821;-7.1444;0.8125;-3.8991;-23.19708491;-45.90992377;1.08000004
14.823;5.9769;-5.3761;0.282;-23.19708491;-45.90992377;1.08000004
14.824;0.939;-4.7911;-2.5506;-23.19708491;-45.90992377;1.08000004
14.879;0.5742;-2.0124;2.2297;-23.19708491;-45.90992377;1.08000004
14.882;-0.0931;-2.6868;-0.4759;-23.19708491;-45.90992377;1.08000004
14.883;0.456;-3.7822;-1.657;-23.19708491;-45.90992377;1.08000004
14.937;1.2796;-4.4749;-1.289;-23.19708491;-45.90992377;1.08000004
14.939;0.9334;-3.7319;-0.7872;-23.19708491;-45.90992377;1.08000004
14.94;1.3209;-2.4659;-1.2922;-23.19708491;-45.90992377;1.08000004
14.995;2.5449;-2.4156;-0.0193;-23.19708491;-45.90992377;1.08000004
14.998;0.0029;-4.3992;-1.1345;-23.19708491;-45.90992377;1.08000004
14.999;1.7567;-3.7045;-0.6923;-23.19708491;-45.90992377;1.08000004
15.054;1.1807;-3.6007;-1.6995;-23.19708491;-45.90992377;1.08000004
15.056;1.9161;-4.3721;-0.0997;-23.19708491;-45.90992377;1.08000004
15.058;1.8439;-2.971;0.4873;-23.19708491;-45.90992377;1.08000004
15.113;1.9308;-1.833;0.0419;-23.19708491;-45.90992377;1.08000004
15.116;1.6903;1.0623;0.8645;-23.19708491;-45.90992377;1.08000004
15.117;0.9715;3.1101;0.2309;-23.19708491;-45.90992377;1.08000004
15.17;0.6155;1.3016;-0.0279;-23.19708491;-45.90992377;1.08000004
15.172;1.2715;0.5664;0.0407;-23.19708491;-45.90992377;1.08000004
15.173;1.4044;-0.6988;0.1315;-23.19708491;-45.90992377;1.08000004
15.226;1.0889;-1.3249;0.0366;-23.19708491;-45.90992377;1.08000004
15.228;0.6023;-1.3459;0.1367;-23.19708491;-45.90992377;1.08000004
15.228;0.0895;-1.1845;0.2483;-23.19708491;-45.90992377;1.08000004
15.286;-0.2286;-1.2216;0.3191;-23.19708491;-45.90992377;1.08000004
15.289;-1.258;-1.5976;0.5747;-23.19708491;-45.90992377;1.08000004
15.29;-3.0541;-2.7474;-0.3355;-23.19708491;-45.90992377;1.08000004
15.344;-4.7481;-3.5148;-1.1462;-23.19708491;-45.90992377;1.08000004
15.347;-4.951;-1.7282;-3.5124;-23.19708491;-45.90992377;1.08000004
15.348;-6.8548;-1.8984;-5.1305;-23.19708491;-45.90992377;1.08000004
15.402;-6.362;-7.9967;6.0294;-23.19708491;-45.90992377;1.08000004
15.405;-3.6306;-1.6638;-7.2401;-23.19708491;-45.90992377;1.08000004
15.406;2.6462;1.8271;3.8868;-23.19708491;-45.90992377;1.08000004
15.459;-0.2035;-1.7656;-1.0395;-23.19708491;-45.90992377;1.08000004
15.461;-1.0742;-3.1329;1.2999;-23.19708491;-45.90992377;1.08000004
15.463;0.0102;-2.8333;0.1777;-23.19708491;-45.90992377;1.08000004
15.518;0.8277;-2.4922;-0.5414;-23.19708491;-45.90992377;1.08000004
15.52;0.1562;-1.97;-0.4425;-23.19708491;-45.90992377;1.08000004
15.522;0.5134;-2.0503;-0.7282;-23.19708491;-45.90992377;1.08000004
15.576;0.6272;-2.5389;-0.1214;-23.19708491;-45.90992377;1.08000004
15.578;0.2272;-2.5875;-1.9429;-23.19708491;-45.90992377;1.08000004
15.579;-1.1298;-1.7851;-0.8451;-23.19708491;-45.90992377;1.08000004
15.635;0.395;-1.9299;-0.7521;-23.19708491;-45.90992377;1.08000004
15.638;1.1304;-1.9016;-0.6539;-23.19708491;-45.90992377;1.08000004
15.639;1.5169;-1.9905;-0.3373;-23.19708491;-45.90992377;1.08000004
15.692;1.5379;-2.4905;-0.4647;-23.19708491;-45.90992377;1.08000004
15.694;2.1659;-2.659;-0.6693;-23.19708491;-45.90992377;1.08000004
15.695;1.7008;-2.1565;-0.2137;-23.19708491;-45.90992377;1.08000004
15.75;1.545;-2.0195;-0.0323;-23.19708491;-45.90992377;1.08000004
15.753;1.2671;-2.0898;-0.2135;-23.19708491;-45.90992377;1.08000004
15.754;0.7712;-0.6593;-0.3592;-23.19708491;-45.90992377;1.08000004
15.808;0.3073;0.698;0.3301;-23.19708491;-45.90992377;1.08000004
15.811;0.3012;1.514;0.019;-23.19708491;-45.90992377;1.08000004
15.812;-0.0616;0.6475;-0.8285;-23.19708491;-45.90992377;1.08000004
15.866;0.509;0.2451;-0.3373;-23.19708491;-45.90992377;1.08000004
15.868;0.8345;-0.4593;-0.2625;-23.19708491;-45.90992377;1.08000004
15.869;0.4988;-0.7115;-0.1705;-23.19708491;-45.90992377;1.08000004
15.924;0.8801;-1.1703;0.1711;-23.19708491;-45.90992377;1.08000004
15.926;0.633;-1.4597;0.4145;-23.19708491;-45.90992377;1.08000004
15.927;0.3242;-2.0989;-0.3311;-23.19708491;-45.90992377;1.08000004
15.983;0.0756;-3.2907;-0.6014;-23.19708491;-45.90992377;1.08000004
15.985;-1.3855;-4.9451;-0.8229;-23.19708491;-45.90992377;1.08000004
15.986;-3.3141;-5.4413;-1.1906;-23.19708491;-45.90992377;1.08000004
16.041;-3.372;-2.7686;-0.0862;-23.19708491;-45.90992377;1.08000004
16.046;-4.0427;-0.5382;-0.8397;-23.19708491;-45.90992377;1.08000004
16.047;-5.8127;-1.4543;-0.2765;-23.19708491;-45.90992377;1.08000004
16.099;-2.5819;-1.1999;-0.6515;-23.19708491;-45.90992377;1.08000004
16.101;0.5388;-1.238;1.6473;-23.19708491;-45.90992377;1.08000004
16.102;-0.2953;-0.6876;-4.0515;-23.19708491;-45.90992377;1.08000004
16.156;-7.0843;-7.9967;7.6811;-23.19708491;-45.90992377;1.08000004
16.159;-0.7062;0.6824;-2.8431;-23.19708491;-45.90992377;1.08000004
16.161;0.5124;1.559;1.4586;-23.19708491;-45.90992377;1.08000004
16.219;-0.0599;-1.9851;-0.8095;-23.19708491;-45.90992377;1.08000004
16.22;-0.0911;-1.3271;-0.3018;-23.19708491;-45.90992377;1.08000004
16.221;-0.2127;-2.3455;-0.0845;-23.19708491;-45.90992377;1.08000004
16.279;0.1433;-2.5403;0.2016;-23.19708491;-45.90992377;1.08000004
16.281;0.6589;-2.009;0.0241;-23.19708491;-45.90992377;1.08000004
16.282;0.3068;-1.6269;0.0212;-23.19708491;-45.90992377;1.08000004
16.33;0.2968;-2.0054;-0.7892;-23.19708491;-45.90992377;1.08000004
16.334;0.8123;-1.5251;-0.6752;-23.19707282;-45.90991305;4.82999992
16.335;1.2371;-1.089;-0.7435;-23.19707282;-45.90991305;4.82999992
16.388;-0.8068;-1.7478;-1.1171;-23.19707282;-45.90991305;4.82999992
16.39;0.5325;-1.4663;-0.8373;-23.19707282;-45.90991305;4.82999992
16.391;1.167;-1.7832;-0.2142;-23.19707282;-45.90991305;4.82999992
16.446;1.5609;-1.7353;-0.0301;-23.19707282;-45.90991305;4.82999992
16.449;1.829;-1.5886;0.2783;-23.19707282;-45.90991305;4.82999992
16.45;1.6954;-1.2948;0.6824;-23.19707282;-45.90991305;4.82999992
16.504;1.0115;-1.0319;0.47;-23.19707282;-45.90991305;4.82999992
16.507;0.6382;-1.0187;-0.3773;-23.19707282;-45.90991305;4.82999992
16.508;0.0624;-1.3254;-0.023;-23.19707282;-45.90991305;4.82999992
16.563;0.2978;-0.1121;-0.6559;-23.19707282;-45.90991305;4.82999992
16.565;0.1303;-0.0782;-0.66;-23.19707282;-45.90991305;4.82999992
16.566;-0.0909;-0.0684;-0.7682;-23.19707282;-45.90991305;4.82999992
16.621;0.4533;-0.1858;-0.3143;-23.19707282;-45.90991305;4.82999992
16.624;0.7481;-0.7098;0.1547;-23.19707282;-45.90991305;4.82999992
16.625;0.5754;-1.0106;0.0256;-23.19707282;-45.90991305;4.82999992
16.681;0.3471;-1.433;-0.1627;-23.19707282;-45.90991305;4.82999992
16.683;0.3542;-2.0168;0.3554;-23.19707282;-45.90991305;4.82999992
16.684;-0.4469;-2.8509;0.5124;-23.19707282;-45.90991305;4.82999992
16.736;-1.9021;-3.9116;-0.368;-23.19707282;-45.90991305;4.82999992
16.739;-3.601;-4.175;-1.4553;-23.19707282;-45.90991305;4.82999992
16.74;-4.4842;-1.9936;-0.2259;-23.19707282;-45.90991305;4.82999992
16.795;-4.5223;-0.2466;0.4778;-23.19707282;-45.90991305;4.82999992
16.797;-3.5668;-0.2139;0.0226;-23.19707282;-45.90991305;4.82999992
16.798;-1.6548;-1.5747;-0.797;-23.19707282;-45.90991305;4.82999992
16.853;-0.5438;-1.3691;-4.8277;-23.19707282;-45.90991305;4.82999992
16.856;-0.4913;-7.9967;7.1381;-23.19707282;-45.90991305;4.82999992
16.857;-1.1118;0.3486;0.4656;-23.19707282;-45.90991305;4.82999992
16.911;0.9444;0.9778;-0.3973;-23.19707282;-45.90991305;4.82999992
16.913;-0.4142;-1.5324;-0.3187;-23.19707282;-45.90991305;4.82999992
16.915;-0.3602;-0.9323;-0.3585;-23.19707282;-45.90991305;4.82999992
16.97;-0.2796;-1.0878;-0.3805;-23.19707282;-45.90991305;4.82999992
16.972;-0.1043;-1.309;-0.0132;-23.19707282;-45.90991305;4.82999992
16.973;0.0759;-1.6599;-0.2183;-23.19707282;-45.90991305;4.82999992
17.027;0.0207;-1.3005;-0.285;-23.19707282;-45.90991305;4.82999992
17.029;0.0126;-1.0766;-0.4168;-23.19707282;-45.90991305;4.82999992
17.03;-0.0567;-0.9088;-0.4374;-23.19707282;-45.90991305;4.82999992
17.085;-0.1388;-0.882;-0.3868;-23.19707282;-45.90991305;4.82999992
17.087;-0.0269;-0.8485;-0.3185;-23.19707282;-45.90991305;4.82999992
17.088;0.0702;-0.9821;-0.2655;-23.19707282;-45.90991305;4.82999992
17.143;0.1491;-1.2958;-0.1058;-23.19707282;-45.90991305;4.82999992
17.145;0.1782;-1.5454;0.1267;-23.19707282;-45.90991305;4.82999992
17.146;0.4023;-1.7319;0.1206;-23.19707282;-45.90991305;4.82999992
17.201;0.6643;-1.9128;-0.1951;-23.19707282;-45.90991305;4.82999992
17.203;0.5578;-2.1997;-0.3241;-23.19707282;-45.90991305;4.82999992
17.204;0.8186;-3.1131;-0.4894;-23.19707282;-45.90991305;4.82999992
17.263;1.0183;-2.8621;-0.5255;-23.19707282;-45.90991305;4.82999992
17.265;-0.8971;-1.8943;-0.6742;-23.19707282;-45.90991305;4.82999992
17.266;1.0191;-0.4747;-0.2166;-23.19707282;-45.90991305;4.82999992
17.317;0.793;-0.5394;-0.4371;-23.19707282;-45.90991305;4.82999992
17.319;1.1092;0.1523;0.1975;-23.19704081;-45.909911;2.76999998
17.32;0.8176;0.0634;0.5476;-23.19704081;-45.909911;2.76999998
17.375;0.5911;-0.1509;0.0703;-23.19704081;-45.909911;2.76999998
17.378;0.5652;-0.2796;-0.1781;-23.19704081;-45.909911;2.76999998
17.379;0.4883;-0.4576;-0.3463;-23.19704081;-45.909911;2.76999998
17.433;0.3015;-0.5294;-0.525;-23.19704081;-45.909911;2.76999998
17.435;0.121;-0.596;-0.5182;-23.19704081;-45.909911;2.76999998
17.436;0.0568;-0.7013;-0.3502;-23.19704081;-45.909911;2.76999998
17.491;0.0754;-1.1784;-0.2247;-23.19704081;-45.909911;2.76999998
17.493;-0.409;-1.8523;-0.421;-23.19704081;-45.909911;2.76999998
17.494;-1.2561;-2.7427;-0.8524;-23.19704081;-45.909911;2.76999998
17.55;-2.7623;-3.6386;-0.998;-23.19704081;-45.909911;2.76999998
17.552;-3.4379;-2.2847;-0.1295;-23.19704081;-45.909911;2.76999998
17.553;-3.6044;-1.5053;0.0244;-23.19704081;-45.909911;2.76999998
17.609;-3.4184;-1.2912;-0.5133;-23.19704081;-45.909911;2.76999998
17.612;-2.4195;-1.959;-0.0894;-23.19704081;-45.909911;2.76999998
17.613;2.6655;-0.9806;-1.0275;-23.19704081;-45.909911;2.76999998
17.666;-3.4645;-5.7313;1.534;-23.19704081;-45.909911;2.76999998
17.668;0.7544;-0.7557;-0.1615;-23.19704081;-45.909911;2.76999998
17.669;-0.2149;0.355;-1.1826;-23.19704081;-45.909911;2.76999998
17.724;-0.2047;-0.7909;-0.2616;-23.19704081;-45.909911;2.76999998
17.726;-0.0426;-1.1894;-0.3402;-23.19704081;-45.909911;2.76999998
17.728;0.0185;-1.0897;-0.2418;-23.19704081;-45.909911;2.76999998
17.781;-0.013;-1.0629;-0.1934;-23.19704081;-45.909911;2.76999998
17.783;-0.0272;-0.9843;-0.1319;-23.19704081;-45.909911;2.76999998
17.784;-0.0592;-1.0075;-0.1729;-23.19704081;-45.909911;2.76999998
17.839;-0.0164;-0.975;-0.3185;-23.19704081;-45.909911;2.76999998
17.841;0.0778;-0.9906;-0.3307;-23.19704081;-45.909911;2.76999998
17.842;0.0866;-0.9274;-0.3436;-23.19704081;-45.909911;2.76999998
17.898;-0.0089;-0.8688;-0.327;-23.19704081;-45.909911;2.76999998
17.9;-0.0609;-0.8932;-0.2574;-23.19704081;-45.909911;2.76999998
17.901;-0.1058;-0.8991;-0.2083;-23.19704081;-45.909911;2.76999998
17.956;-0.1554;-0.9078;-0.1241;-23.19704081;-45.909911;2.76999998
17.958;-0.1283;-0.9513;-0.1019;-23.19704081;-45.909911;2.76999998
17.959;-0.0921;-1.0651;-0.1053;-23.19704081;-45.909911;2.76999998
18.014;-0.0496;-1.1598;-0.1273;-23.19704081;-45.909911;2.76999998
18.017;-0.0106;-1.2853;-0.2423;-23.19704081;-45.909911;2.76999998
18.018;0.0295;-1.2941;-0.2318;-23.19704081;-45.909911;2.76999998
18.072;0.0168;-1.2726;-0.1258;-23.19704081;-45.909911;2.76999998
18.074;-0.0133;-1.3073;-0.381;-23.19704081;-45.909911;2.76999998
18.076;0.0173;-1.3976;-0.3629;-23.19704081;-45.909911;2.76999998
18.13;0.2829;-1.7329;-0.1524;-23.19704081;-45.909911;2.76999998
18.132;0.4719;-2.25;-0.3939;-23.19704081;-45.909911;2.76999998
18.133;0.4272;-2.7349;-0.9547;-23.19704081;-45.909911;2.76999998
18.187;0.1374;-2.9019;-0.2581;-23.19704081;-45.909911;2.76999998
18.188;0.508;-2.4231;0.1311;-23.19704081;-45.909911;2.76999998
18.19;0.4892;-1.6831;0.3159;-23.19704081;-45.909911;2.76999998
18.245;-0.0758;-0.7655;0.542;-23.19704081;-45.909911;2.76999998
18.247;-0.6532;-0.4574;-0.389;-23.19704081;-45.909911;2.76999998
18.247;-1.2243;-0.4644;-1.0509;-23.19704081;-45.909911;2.76999998
18.304;-0.4508;0.1501;-0.1534;-23.19704081;-45.909911;2.76999998
18.305;0.3071;0.2878;-0.0096;-23.19704081;-45.909911;2.76999998
18.306;0.5442;0.1662;0.5427;-23.19704081;-45.909911;2.76999998
18.361;0.4917;0.2082;0.7813;-23.19704081;-45.909911;2.76999998
18.363;0.488;0.3965;0.7131;-23.19704081;-45.909911;2.76999998
18.364;0.5859;0.3911;0.3081;-23.19704081;-45.909911;2.76999998
18.419;0.6423;0.2192;0.1865;-23.19704081;-45.909911;2.76999998
18.421;0.7083;0.0048;0.4048;-23.19704081;-45.909911;2.76999998
18.422;0.4905;-0.1334;0.2844;-23.19704081;-45.909911;2.76999998
18.477;0.3227;-0.2562;-0.119;-23.19704081;-45.909911;2.76999998
18.479;0.1735;-0.691;-0.1436;-23.19704081;-45.909911;2.76999998
18.48;0.2075;-1.1313;-0.1744;-23.19704081;-45.909911;2.76999998
18.537;-0.0086;-1.6342;-0.1551;-23.19704081;-45.909911;2.76999998
18.539;-0.5565;-2.7518;-0.3629;-23.19704081;-45.909911;2.76999998
18.54;-1.5666;-4.4268;-0.7426;-23.19704081;-45.909911;2.76999998
18.593;-2.2774;-2.5945;-0.0884;-23.19704081;-45.909911;2.76999998
18.596;-2.8466;-2.115;-0.2918;-23.19704081;-45.909911;2.76999998
18.597;-2.5765;-1.3232;-0.5409;-23.19704081;-45.909911;2.76999998
18.652;-1.6807;-1.101;-0.6818;-23.19704081;-45.909911;2.76999998
18.654;1.3074;-0.8234;1.8883;-23.19704081;-45.909911;2.76999998
18.655;2.0534;-1.9524;-0.5377;-23.19704081;-45.909911;2.76999998
18.71;-0.8422;-3.3187;1.1597;-23.19704081;-45.909911;2.76999998
18.712;0.1848;-1.4809;-1.1398;-23.19704081;-45.909911;2.76999998
18.713;-0.005;-0.0171;-1.0058;-23.19704081;-45.909911;2.76999998
18.767;-0.015;-1.0148;-0.117;-23.19704081;-45.909911;2.76999998
18.768;0.1298;-1.0143;0.2495;-23.19704081;-45.909911;2.76999998
18.769;0.1464;-0.9972;0.0549;-23.19704081;-45.909911;2.76999998
18.825;0.0429;-0.8925;-0.1458;-23.19704081;-45.909911;2.76999998
18.827;0.1091;-0.8429;-0.035;-23.19704081;-45.909911;2.76999998
18.828;0.2006;-0.9813;-0.0684;-23.19704081;-45.909911;2.76999998
18.883;0.2446;-0.9913;-0.0684;-23.19704081;-45.909911;2.76999998
18.884;0.2746;-0.9828;-0.0362;-23.19704081;-45.909911;2.76999998
18.885;0.2851;-0.9857;0.039;-23.19704081;-45.909911;2.76999998
18.941;0.2624;-0.9874;-0.0193;-23.19704081;-45.909911;2.76999998
18.943;0.2189;-0.985;-0.0018;-23.19704081;-45.909911;2.76999998
18.943;0.2036;-0.9838;-0.0096;-23.19704081;-45.909911;2.76999998
19;0.1352;-0.9833;0.0124;-23.19704081;-45.909911;2.76999998
19.001;0.0952;-0.9083;0.0126;-23.19704081;-45.909911;2.76999998
19.002;0.1257;-0.933;0.0356;-23.19704081;-45.909911;2.76999998
19.058;0.1716;-1.0092;0.02;-23.19704081;-45.909911;2.76999998
19.059;0.1672;-0.9892;-0.0269;-23.19704081;-45.909911;2.76999998
19.06;0.1186;-0.9352;0.0253;-23.19704081;-45.909911;2.76999998
19.115;0.0827;-0.9591;0.0505;-23.19704081;-45.909911;2.76999998
19.117;0.0786;-1.0082;0.0236;-23.19704081;-45.909911;2.76999998
19.117;0.1608;-1.0241;0.0021;-23.19704081;-45.909911;2.76999998
19.174;0.2609;-0.9618;0.0156;-23.19704081;-45.909911;2.76999998
19.175;0.2109;-0.9738;0.0288;-23.19704081;-45.909911;2.76999998
19.176;0.142;-1.0045;-0.0198;-23.19704081;-45.909911;2.76999998
19.233;0.2004;-0.9733;-0.0269;-23.19704081;-45.909911;2.76999998
19.234;0.2292;-0.9371;0.0729;-23.19704081;-45.909911;2.76999998
19.235;0.2072;-0.9735;0.143;-23.19704081;-45.909911;2.76999998
19.29;0.1994;-0.9718;0.1215;-23.19704081;-45.909911;2.76999998
19.292;0.2246;-0.9716;0.1184;-23.19704612;-45.90992276;0
19.293;0.2673;-0.9567;0.0554;-23.19704612;-45.90992276;0
19.348;0.1992;-0.9672;0.1362;-23.19704612;-45.90992276;0
19.349;0.1223;-0.9152;0.1691;-23.19704612;-45.90992276;0
19.35;0.1335;-0.9288;0.1626;-23.19704612;-45.90992276;0
19.406;0.1689;-1.0553;-0.0836;-23.19704612;-45.90992276;0
19.408;0.2988;-1.1662;-0.1058;-23.19704612;-45.90992276;0
19.409;0.3757;-1.1366;0.0043;-23.19704612;-45.90992276;0
19.464;0.0766;-0.9281;0.3056;-23.19704612;-45.90992276;0
19.466;-0.0828;-0.7159;0.3528;-23.19704612;-45.90992276;0
19.467;0.0048;-0.8439;0.0922;-23.19704612;-45.90992276;0
19.523;0.1186;-0.9042;0.2883;-23.19704612;-45.90992276;0
19.524;0.0759;-0.8593;0.2495;-23.19704612;-45.90992276;0
19.525;0.1535;-0.817;0.4604;-23.19704612;-45.90992276;0
19.581;0.1784;-0.8986;0.3396;-23.19704612;-45.90992276;0
19.582;0.1447;-1.0497;0.0891;-23.19704612;-45.90992276;0
19.583;0.1152;-1.0592;0.093;-23.19704612;-45.90992276;0
19.639;0.0827;-0.9979;0.1508;-23.19704612;-45.90992276;0
19.64;0.113;-0.8871;0.3073;-23.19704612;-45.90992276;0
19.641;0.0524;-0.8492;0.3337;-23.19704612;-45.90992276;0
19.698;0.0095;-0.8961;0.2021;-23.19704612;-45.90992276;0
19.7;0.0915;-0.9022;0.249;-23.19704612;-45.90992276;0
19.701;0.3801;-0.9708;0.2614;-23.19704612;-45.90992276;0
19.755;0.135;-1.1198;0.0581;-23.19704612;-45.90992276;0
19.756;0.1293;-0.975;0.2251;-23.19704612;-45.90992276;0
19.757;0.0898;-0.954;0.2373;-23.19704612;-45.90992276;0
19.812;0.0663;-0.9264;0.2673;-23.19704612;-45.90992276;0
19.813;0.0634;-0.9171;0.2478;-23.19704612;-45.90992276;0
19.814;0.0566;-0.9262;0.2019;-23.19704612;-45.90992276;0
19.871;0.1352;-0.89;0.2312;-23.19704612;-45.90992276;0
19.872;0.144;-1.0177;0.2404;-23.19704612;-45.90992276;0
19.873;0.0353;-0.9804;0.144;-23.19704612;-45.90992276;0
19.929;0.0539;-0.9586;0.2102;-23.19704612;-45.90992276;0
19.93;0.0134;-0.9349;0.2236;-23.19704612;-45.90992276;0
19.931;0.0153;-0.924;0.2292;-23.19704612;-45.90992276;0
19.987;0.0329;-0.9393;0.2038;-23.19704612;-45.90992276;0
19.988;0.0329;-0.9491;0.2016;-23.19704612;-45.90992276;0
19.989;0.144;-0.9411;0.2524;-23.19704612;-45.90992276;0
20.044;0.0776;-1.0189;0.1792;-23.19704612;-45.90992276;0
20.046;0.0449;-0.9618;0.2143;-23.19704612;-45.90992276;0
20.047;0.0202;-0.9342;0.2588;-23.19704612;-45.90992276;0
20.103;0.0012;-0.9193;0.2216;-23.19704612;-45.90992276;0
20.104;0.0197;-0.9364;0.2055;-23.19704612;-45.90992276;0
20.105;0.0292;-0.9723;0.1889;-23.19704612;-45.90992276;0
20.161;0.0419;-0.9818;0.208;-23.19704612;-45.90992276;0
20.162;0.0605;-0.9601;0.2356;-23.19704612;-45.90992276;0
20.163;0.0881;-0.9686;0.2329;-23.19704612;-45.90992276;0
20.219;0.0402;-0.9935;0.1713;-23.19704612;-45.90992276;0
20.22;0.0412;-0.955;0.2246;-23.19704612;-45.90992276;0
20.221;0.0148;-0.9472;0.2204;-23.19704612;-45.90992276;0
20.277;0.0197;-0.9506;0.2133;-23.19704612;-45.90992276;0
20.278;0.0231;-0.9406;0.2197;-23.19704612;-45.90992276;0
20.279;0.0429;-0.9725;0.1855;-23.19704612;-45.90992276;0
20.335;0.0473;-0.9638;0.2009;-23.19704612;-45.90992276;0
20.336;0.0136;-0.9442;0.2138;-23.19704612;-45.90992276;0
20.337;0.0326;-0.9623;0.1948;-23.19704612;-45.90992276;0
20.393;0.0514;-0.9572;0.1999;-23.19704612;-45.90992276;0
20.394;0.0402;-0.9628;0.2143;-23.19704612;-45.90992276;0
20.395;0.0344;-0.9572;0.2143;-23.19704612;-45.90992276;0
20.45;0.0324;-0.9586;0.2014;-23.19704612;-45.90992276;0
20.452;0.0336;-0.9689;0.1923;-23.19704612;-45.90992276;0
20.453;0.0585;-0.9733;0.229;-23.19704612;-45.90992276;0
20.508;0.0429;-0.9699;0.2563;-23.19704612;-45.90992276;0
20.51;0.0261;-0.9633;0.2126;-23.19704612;-45.90992276;0
20.51;0.017;-0.9537;0.1806;-23.19704612;-45.90992276;0
20.567;0.019;-0.9445;0.1772;-23.19704612;-45.90992276;0
20.567;0.0466;-0.9674;0.1914;-23.19704612;-45.90992276;0
20.568;0.0541;-0.9779;0.1965;-23.19704612;-45.90992276;0
20.628;0.0436;-0.9669;0.1811;-23.19704612;-45.90992276;0
20.629;0.0312;-0.9364;0.208;-23.19704612;-45.90992276;0
20.629;0.0314;-0.987;0.2404;-23.19704612;-45.90992276;0
