time;gFx;gFy;gFz;Latitude;Longitude;Speed (m/s)
0.074;0.0915;-0.9938;0.0805;0;0;0
0.076;0.0912;-0.9967;0.0852;-23.19707241;-45.90994718;0
0.077;0.0847;-1.0172;0.0717;-23.19707241;-45.90994718;0
0.134;0.0993;-1.0128;-0.0098;-23.19707241;-45.90994718;0
0.136;0.0939;-1.015;0.0195;-23.19707241;-45.90994718;0
0.137;0.0192;-0.9547;0.0681;-23.19707241;-45.90994718;0
0.196;-0.0096;-0.9164;0.1152;-23.19707241;-45.90994718;0
0.205;0.0077;-0.9642;0.0744;-23.19707241;-45.90994718;0
0.206;0.0073;-0.975;0.0439;-23.19707241;-45.90994718;0
0.25;0.0356;-0.9555;0.0605;-23.19707241;-45.90994718;0
0.251;0.0539;-0.9672;0.1162;-23.19707241;-45.90994718;0
0.252;0.0497;-0.9862;0.1623;-23.19707241;-45.90994718;0
0.31;0.038;-0.9874;0.122;-23.19707241;-45.90994718;0
0.311;0.009;-0.9472;0.1394;-23.19708068;-45.90994493;0
0.312;-0.0277;-0.913;0.1035;-23.19708068;-45.90994493;0
0.365;-0.0079;-0.9286;0.1379;-23.19708068;-45.90994493;0
0.366;0.0351;-1.018;0.125;-23.19708068;-45.90994493;0
0.366;0.0632;-0.9948;0.1438;-23.19708068;-45.90994493;0
0.425;0.0781;-0.9977;0.1464;-23.19708068;-45.90994493;0
0.426;0.02;-0.9679;0.0996;-23.19708068;-45.90994493;0
0.427;-0.0452;-0.8966;0.0668;-23.19708068;-45.90994493;0
0.482;0.0024;-0.9286;0.0983;-23.19708068;-45.90994493;0
0.484;0.0651;-1.0255;0.0949;-23.19708068;-45.90994493;0
0.485;0.0895;-1.0316;0.1599;-23.19708068;-45.90994493;0
0.54;0.0661;-0.986;0.1472;-23.19708068;-45.90994493;0
0.541;0.0031;-0.9699;0.0231;-23.19708068;-45.90994493;0
0.542;0.0068;-0.9821;0.0222;-23.19708068;-45.90994493;0
0.598;0.0512;-0.9826;0.1357;-23.19708068;-45.90994493;0
0.599;0.051;-1.0062;0.1794;-23.19708068;-45.90994493;0
0.6;0.0468;-0.9779;0.1291;-23.19708068;-45.90994493;0
0.657;0.0446;-0.9662;0.1057;-23.19708068;-45.90994493;0
0.659;0.0615;-0.9996;0.1606;-23.19708068;-45.90994493;0
0.659;0.0019;-0.9704;0.0566;-23.19708068;-45.90994493;0
0.714;0.0334;-0.962;0.1257;-23.19708068;-45.90994493;0
0.716;0.0234;-0.976;0.174;-23.19708068;-45.90994493;0
0.717;0.0073;-0.9371;0.113;-23.19708068;-45.90994493;0
0.774;0.0417;-0.9633;0.122;-23.19708068;-45.90994493;0
0.775;0.0627;-1.0143;0.1303;-23.19708068;-45.90994493;0
0.776;0.0265;-0.9642;0.1169;-23.19708068;-45.90994493;0
0.83;-0.0015;-0.9794;0.0883;-23.19708068;-45.90994493;0
0.83;0.0124;-0.9623;0.1333;-23.19708068;-45.90994493;0
0.831;0.0148;-0.9806;0.1203;-23.19708068;-45.90994493;0
0.888;-0.0047;-0.9669;0.1145;-23.19708068;-45.90994493;0
0.89;0.0165;-0.9586;0.1877;-23.19708068;-45.90994493;0
0.891;0.0317;-0.9789;0.1596;-23.19708068;-45.90994493;0
0.948;0.0224;-0.9796;0.0979;-23.19708068;-45.90994493;0
0.949;0.0148;-0.9918;0.1438;-23.19708068;-45.90994493;0
0.949;0.0107;-0.9623;0.1648;-23.19708068;-45.90994493;0
1.003;0.0224;-0.9655;0.1486;-23.19708068;-45.90994493;0
1.004;0.0109;-1.0163;0.1472;-23.19708068;-45.90994493;0
1.004;-0.0242;-0.8856;0.104;-23.19708068;-45.90994493;0
1.061;-0.0189;-0.9579;0.1447;-23.19708068;-45.90994493;0
1.062;0.0033;-0.9608;0.1452;-23.19708068;-45.90994493;0
1.062;0.0221;-0.9935;0.1425;-23.19708068;-45.90994493;0
1.121;0.0304;-0.9921;0.1645;-23.19708068;-45.90994493;0
1.121;0.0456;-0.9962;0.1359;-23.19708068;-45.90994493;0
1.122;0.0109;-0.9813;0.1442;-23.19708068;-45.90994493;0
1.178;0.0048;-0.9699;0.1088;-23.19708068;-45.90994493;0
1.179;0.0075;-0.9669;0.1152;-23.19708068;-45.90994493;0
1.179;0.0187;-0.9765;0.124;-23.19708068;-45.90994493;0
1.236;0.0285;-1.0011;0.1538;-23.19708068;-45.90994493;0
1.237;-0.014;-0.9379;0.1018;-23.19708068;-45.90994493;0
1.238;0.0024;-0.9569;0.1469;-23.19708068;-45.90994493;0
1.296;-0.0015;-0.9721;0.1513;-23.19708068;-45.90994493;0
1.297;0.0143;-0.9789;0.144;-23.19708068;-45.90994493;0
1.298;0.0197;-0.9874;0.1157;-23.19708068;-45.90994493;0
1.353;0.0209;-0.9857;0.1501;-23.19708068;-45.90994493;0
1.354;0.0248;-0.9787;0.1425;-23.19708068;-45.90994493;0
1.355;0.007;-0.9965;0.1428;-23.19708068;-45.90994493;0
1.414;-0.0023;-0.9684;0.1137;-23.19708068;-45.90994493;0
1.415;0.0053;-0.9667;0.132;-23.19708068;-45.90994493;0
1.416;0.0234;-0.9843;0.1799;-23.19708068;-45.90994493;0
1.469;0.0243;-0.9845;0.1384;-23.19708068;-45.90994493;0
1.469;0.027;-1.0514;0.1831;-23.19708068;-45.90994493;0
1.47;0.0009;-0.9306;0.1521;-23.19708068;-45.90994493;0
1.529;0.0031;-0.9157;0.0722;-23.19708068;-45.90994493;0
1.531;0.0182;-0.9813;0.1521;-23.19708068;-45.90994493;0
1.532;0.0048;-0.9713;0.154;-23.19708068;-45.90994493;0
1.584;0.0009;-0.9606;0.1623;-23.19708068;-45.90994493;0
1.586;0.0033;-0.9694;0.134;-23.19708068;-45.90994493;0
1.587;0.0097;-0.983;0.1115;-23.19708068;-45.90994493;0
1.642;0.0151;-0.9879;0.1242;-23.19708068;-45.90994493;0
1.644;0.0055;-0.9718;0.135;-23.19708068;-45.90994493;0
1.645;0.0033;-0.9718;0.1652;-23.19708068;-45.90994493;0
1.7;-0.0059;-0.9616;0.1511;-23.19708068;-45.90994493;0
1.702;0.0046;-0.9672;0.1362;-23.19708068;-45.90994493;0
1.702;-0.0054;-0.9757;0.1501;-23.19708068;-45.90994493;0
1.758;-0.0089;-0.9677;0.1662;-23.19708068;-45.90994493;0
1.76;-0.001;-0.9623;0.1455;-23.19708068;-45.90994493;0
1.761;-0.0081;-0.9606;0.1643;-23.19708068;-45.90994493;0
1.816;-0.0037;-0.9708;0.1552;-23.19708068;-45.90994493;0
1.817;0.008;-0.9618;0.1457;-23.19708068;-45.90994493;0
1.817;0.0043;-0.9769;0.1555;-23.19708068;-45.90994493;0
1.874;0.0043;-0.9745;0.1877;-23.19708068;-45.90994493;0
1.875;0.0087;-0.965;0.1706;-23.19708068;-45.90994493;0
1.875;-0.0054;-0.9647;0.1467;-23.19708068;-45.90994493;0
1.932;-0.0008;-0.9601;0.1372;-23.19708068;-45.90994493;0
1.932;-0.0076;-0.9613;0.1601;-23.19708068;-45.90994493;0
1.933;-0.0147;-0.9642;0.1713;-23.19708068;-45.90994493;0
1.99;-0.0128;-0.9542;0.1723;-23.19708068;-45.90994493;0
1.992;0.0261;-0.9474;0.1364;-23.19708068;-45.90994493;0
1.992;0.027;-0.9806;0.1423;-23.19708068;-45.90994493;0
2.053;0.029;-0.9828;0.175;-23.19708068;-45.90994493;0
2.054;0.0185;-0.983;0.1777;-23.19708068;-45.90994493;0
2.055;0.0175;-0.973;0.1596;-23.19708068;-45.90994493;0
2.107;0.0168;-0.9806;0.1267;-23.19708068;-45.90994493;0
2.108;0.016;-0.9772;0.1496;-23.19708068;-45.90994493;0
2.109;0.0192;-0.9655;0.1745;-23.19708068;-45.90994493;0
2.165;0.0292;-0.9704;0.1877;-23.19708068;-45.90994493;0
2.167;0.0119;-0.9664;0.1796;-23.19708068;-45.90994493;0
2.167;0.018;-0.9608;0.165;-23.19708068;-45.90994493;0
2.222;0.0178;-0.9655;0.166;-23.19708068;-45.90994493;0
2.223;0.0146;-0.9694;0.1479;-23.19708068;-45.90994493;0
2.224;0.0261;-0.9684;0.1479;-23.19708068;-45.90994493;0
2.281;0.0158;-0.9747;0.1674;-23.19708068;-45.90994493;0
2.283;0.0153;-0.9733;0.1772;-23.19708068;-45.90994493;0
2.284;0.0268;-0.9694;0.1931;-23.19708068;-45.90994493;0
2.34;0.0422;-0.9657;0.166;-23.19708068;-45.90994493;0
2.341;0.0275;-0.9796;0.1491;-23.19708068;-45.90994493;0
2.342;0.0224;-0.9701;0.1357;-23.19708068;-45.90994493;0
2.399;0.0212;-0.953;0.1657;-23.19708068;-45.90994493;0
2.4;0.0217;-0.9437;0.2234;-23.19708068;-45.90994493;0
2.401;0.028;-0.9523;0.1909;-23.19708068;-45.90994493;0
2.455;0.0329;-0.9623;0.1894;-23.19708068;-45.90994493;0
2.456;0.0185;-0.9809;0.2419;-23.19708068;-45.90994493;0
2.457;0.0246;-0.9601;0.2263;-23.19708068;-45.90994493;0
2.514;0.0597;-1.0543;0.1433;-23.19708068;-45.90994493;0
2.516;0.0561;-0.9647;0.0739;-23.19708068;-45.90994493;0
2.517;0.0156;-0.983;0.0295;-23.19708068;-45.90994493;0
2.571;0.0597;-1.1134;0.1687;-23.19708068;-45.90994493;0
2.572;0.0302;-0.8749;0.2483;-23.19708068;-45.90994493;0
2.573;0.007;-0.8785;0.0248;-23.19708068;-45.90994493;0
2.629;0.0351;-1.0136;0.4739;-23.19708068;-45.90994493;0
2.631;0.1393;-1.0133;0.1606;-23.19708068;-45.90994493;0
2.632;0.0632;-0.9799;0.1474;-23.19708068;-45.90994493;0
2.687;0.0451;-0.9559;0.1025;-23.19708068;-45.90994493;0
2.689;0.0761;-0.9816;0.1206;-23.19708068;-45.90994493;0
2.689;0.0348;-0.9877;0.0996;-23.19708068;-45.90994493;0
2.745;0.027;-0.9809;0.1098;-23.19708068;-45.90994493;0
2.746;0.0431;-0.9645;0.1208;-23.19708068;-45.90994493;0
2.747;0.04;-0.9721;0.1198;-23.19708068;-45.90994493;0
2.804;0.0441;-0.974;0.0871;-23.19708068;-45.90994493;0
2.805;0.0285;-0.9828;0.1008;-23.19708068;-45.90994493;0
2.806;0.0221;-0.9603;0.0974;-23.19708068;-45.90994493;0
2.861;0.0287;-0.9559;0.0905;-23.19708068;-45.90994493;0
2.863;0.0121;-0.9652;0.0712;-23.19708068;-45.90994493;0
2.863;-0.0152;-0.9689;0.0854;-23.19708068;-45.90994493;0
2.92;0.009;-0.9945;0.0671;-23.19708068;-45.90994493;0
2.921;0.0041;-0.9767;0.0351;-23.19708068;-45.90994493;0
2.922;0.0217;-0.9442;0.0422;-23.19708068;-45.90994493;0
2.977;-0.0235;-1.0204;-0.0147;-23.19708068;-45.90994493;0
2.978;-0.0155;-1.0038;-0.0479;-23.19708068;-45.90994493;0
2.979;0.0734;-1.0009;-0.055;-23.19708068;-45.90994493;0
3.038;0.0734;-1.0114;-0.1661;-23.19708068;-45.90994493;0
3.039;0.0431;-0.9928;-0.1651;-23.19708068;-45.90994493;0
3.039;-0.0093;-0.9594;-0.13;-23.19708068;-45.90994493;0
3.094;-0.0711;-0.9996;-0.0975;-23.19708068;-45.90994493;0
3.095;-0.0311;-1.0092;-0.0599;-23.19708068;-45.90994493;0
3.096;-0.0557;-1.0062;-0.1639;-23.19708068;-45.90994493;0
3.152;-0.116;-0.9613;-0.254;-23.19708068;-45.90994493;0
3.153;-0.0921;-0.9667;-0.2205;-23.19708068;-45.90994493;0
3.154;-0.1224;-0.9723;-0.1556;-23.19708068;-45.90994493;0
3.209;-0.1229;-0.9633;-0.2237;-23.19708068;-45.90994493;0
3.21;-0.1556;-0.9315;-0.2164;-23.19708068;-45.90994493;0
3.21;-0.18;-0.9586;-0.0855;-23.19708068;-45.90994493;0
3.269;-0.161;-1.0209;-0.013;-23.19708068;-45.90994493;0
3.271;-0.15;-1.027;-0.0643;-23.19709199;-45.9099447;0
3.273;-0.1886;-0.9862;-0.1282;-23.19709199;-45.9099447;0
3.326;-0.1756;-0.9796;-0.1878;-23.19709199;-45.9099447;0
3.328;-0.1666;-0.963;-0.2638;-23.19709199;-45.9099447;0
3.329;-0.2032;-0.9611;-0.3009;-23.19709199;-45.9099447;0
3.385;-0.2801;-0.9574;-0.369;-23.19709199;-45.9099447;0
3.387;-0.3146;-0.9728;-0.2633;-23.19709199;-45.9099447;0
3.388;-0.2921;-1.0785;-0.1881;-23.19709199;-45.9099447;0
3.442;-0.1629;-1.2326;-0.2113;-23.19709199;-45.9099447;0
3.444;0.007;-1.3798;-0.1856;-23.19709199;-45.9099447;0
3.445;0.1308;-1.5375;-0.0626;-23.19709199;-45.9099447;0
3.501;0.321;-1.8852;-0.1319;-23.19709199;-45.9099447;0
3.503;0.3388;-1.8313;-0.3597;-23.19709199;-45.9099447;0
3.504;0.4873;-1.7827;-0.2642;-23.19709199;-45.9099447;0
3.558;0.1364;-2.0835;-0.0462;-23.19709199;-45.9099447;0
3.56;0.3484;-2.1692;-0.4012;-23.19709199;-45.9099447;0
3.561;0.5115;-1.7216;-0.3062;-23.19709199;-45.9099447;0
3.617;0.5447;-1.2621;-0.0477;-23.19709199;-45.9099447;0
3.619;-1.1037;-1.1857;-0.369;-23.19709199;-45.9099447;0
3.62;0.2453;-0.5863;-0.0589;-23.19709199;-45.9099447;0
3.675;0.822;-0.0303;-0.5673;-23.19709199;-45.9099447;0
3.677;0.7861;-0.2313;0.3095;-23.19709199;-45.9099447;0
3.678;0.6479;-0.2288;0.3989;-23.19709199;-45.9099447;0
3.733;0.3405;-0.2291;0.1875;-23.19709199;-45.9099447;0
3.734;0.2565;-0.2051;0.1269;-23.19709199;-45.9099447;0
3.735;0.2893;-0.4456;0.1257;-23.19709199;-45.9099447;0
3.791;0.1293;-0.6632;0.0915;-23.19709199;-45.9099447;0
3.793;0.0878;-0.798;0.0212;-23.19709199;-45.9099447;0
3.793;0.0864;-1.0036;-0.0274;-23.19709199;-45.9099447;0
3.848;0.0905;-1.3766;-0.1236;-23.19709199;-45.9099447;0
3.85;-0.0684;-1.9011;-0.304;-23.19709199;-45.9099447;0
3.851;-0.6439;-2.2661;-0.6254;-23.19709199;-45.9099447;0
3.907;-1.5;-2.4429;-0.7479;-23.19709199;-45.9099447;0
3.91;-2.1258;-1.8591;-1.1843;-23.19709199;-45.9099447;0
3.911;-2.6227;-1.6325;-1.2451;-23.19709199;-45.9099447;0
3.966;-2.6773;-1.311;-0.996;-23.19709199;-45.9099447;0
3.968;-2.3116;-1.2968;-0.8165;-23.19709199;-45.9099447;0
3.969;-1.3132;-1.1767;-0.5839;-23.19709199;-45.9099447;0
4.023;1.1387;-1.0973;0.3562;-23.19709199;-45.9099447;0
4.025;3.3284;-1.1862;0.7351;-23.19709199;-45.9099447;0
4.026;-1.9998;-2.9679;0.4292;-23.19709199;-45.9099447;0
4.083;-0.8871;-1.1322;-0.0787;-23.19709199;-45.9099447;0
4.085;-0.5211;0.1177;-1.4653;-23.19709199;-45.9099447;0
4.086;0.1447;-1.2648;-0.1331;-23.19709199;-45.9099447;0
4.139;0.4487;-1.0744;-0.2037;-23.19709199;-45.9099447;0
4.141;0.0107;-1.1339;-0.0079;-23.19709199;-45.9099447;0
4.142;-0.0999;-0.9027;-0.0733;-23.19709199;-45.9099447;0
4.197;-0.1165;-0.9852;-0.0255;-23.19709199;-45.9099447;0
4.2;-0.0264;-0.9791;-0.231;-23.19709199;-45.9099447;0
4.201;0.0361;-1.0121;-0.1148;-23.19709199;-45.9099447;0
4.255;-0.0147;-0.9813;-0.1961;-23.19709199;-45.9099447;0
4.256;0.0346;-0.9481;-0.2501;-23.19709199;-45.9099447;0
4.257;-0.0286;-0.9906;-0.1771;-23.19709199;-45.9099447;0
4.313;-0.1246;-0.9518;-0.147;-23.19709199;-45.9099447;0
4.313;-0.1781;-0.9357;-0.1187;-23.19708026;-45.90993698;3.0999999
4.314;-0.1705;-0.9579;-0.1383;-23.19708026;-45.90993698;3.0999999
4.371;-0.129;-0.9892;-0.1807;-23.19708026;-45.90993698;3.0999999
4.373;-0.1097;-1.015;-0.2227;-23.19708026;-45.90993698;3.0999999
4.374;-0.1512;-0.9918;-0.2164;-23.19708026;-45.90993698;3.0999999
4.429;-0.1517;-0.9894;-0.1873;-23.19708026;-45.90993698;3.0999999
4.431;-0.1385;-1.0053;-0.2432;-23.19708026;-45.90993698;3.0999999
4.432;-0.1222;-1.0206;-0.1807;-23.19708026;-45.90993698;3.0999999
4.487;-0.0692;-1.1181;-0.1231;-23.19708026;-45.90993698;3.0999999
4.489;-0.0028;-1.1757;-0.066;-23.19708026;-45.90993698;3.0999999
4.49;0.0634;-1.247;-0.0003;-23.19708026;-45.90993698;3.0999999
4.546;0.0827;-1.3058;0.0231;-23.19708026;-45.90993698;3.0999999
4.549;0.1188;-1.5305;-0.0762;-23.19708026;-45.90993698;3.0999999
4.55;0.1442;-1.5056;-0.3863;-23.19708026;-45.90993698;3.0999999
4.604;0.2678;-1.592;-0.3326;-23.19708026;-45.90993698;3.0999999
4.607;0.3928;-1.6416;-0.2757;-23.19708026;-45.90993698;3.0999999
4.608;0.2815;-1.7636;-0.2154;-23.19708026;-45.90993698;3.0999999
4.662;0.1032;-2.0029;-0.5001;-23.19708026;-45.90993698;3.0999999
4.664;-0.221;-1.7983;-0.1951;-23.19708026;-45.90993698;3.0999999
4.666;0.3635;-1.1139;-0.3145;-23.19708026;-45.90993698;3.0999999
4.721;0.1694;-0.9445;-0.3236;-23.19708026;-45.90993698;3.0999999
4.724;-0.7921;-0.8524;0.0329;-23.19708026;-45.90993698;3.0999999
4.725;-0.0448;-0.4537;-0.1046;-23.19708026;-45.90993698;3.0999999
4.778;0.3994;-0.2818;-0.3177;-23.19708026;-45.90993698;3.0999999
4.781;0.4404;-0.2213;0.0219;-23.19708026;-45.90993698;3.0999999
4.781;0.3728;-0.1417;0.1535;-23.19708026;-45.90993698;3.0999999
4.836;0.2629;-0.1065;-0.0745;-23.19708026;-45.90993698;3.0999999
4.838;0.0588;-0.1556;-0.1473;-23.19708026;-45.90993698;3.0999999
4.839;0.0002;-0.2266;-0.3084;-23.19708026;-45.90993698;3.0999999
4.893;0.0712;-0.4034;-0.4679;-23.19708026;-45.90993698;3.0999999
4.896;0.0522;-0.5743;-0.4725;-23.19708026;-45.90993698;3.0999999
4.897;-0.0516;-0.7946;-0.4293;-23.19708026;-45.90993698;3.0999999
4.952;-0.0743;-1.0009;-0.3338;-23.19708026;-45.90993698;3.0999999
4.956;0.0141;-1.1996;-0.3077;-23.19708026;-45.90993698;3.0999999
4.957;-0.0428;-1.4147;-0.5265;-23.19708026;-45.90993698;3.0999999
5.011;-0.0838;-1.5756;-0.6149;-23.19708026;-45.90993698;3.0999999
5.012;-0.1751;-1.8442;-0.5997;-23.19708026;-45.90993698;3.0999999
5.013;-0.402;-1.9539;-0.7572;-23.19708026;-45.90993698;3.0999999
5.069;-0.7089;-1.7971;-0.4884;-23.19708026;-45.90993698;3.0999999
5.071;-1.2199;-1.9961;-0.5521;-23.19708026;-45.90993698;3.0999999
5.072;-2.1792;-1.82;-1.2289;-23.19708026;-45.90993698;3.0999999
5.126;-2.3433;-1.1498;-0.8048;-23.19708026;-45.90993698;3.0999999
5.129;-1.6545;-1.226;-0.3053;-23.19708026;-45.90993698;3.0999999
5.13;-1.2287;-1.4684;-0.0352;-23.19708026;-45.90993698;3.0999999
5.184;-0.0177;-1.2455;0.0739;-23.19708026;-45.90993698;3.0999999
5.187;1.8927;-1.0331;0.8108;-23.19708026;-45.90993698;3.0999999
5.188;2.0727;-1.352;0.5107;-23.19708026;-45.90993698;3.0999999
5.241;-1.561;-2.1118;0.3525;-23.19708026;-45.90993698;3.0999999
5.242;-0.6359;-0.8365;-0.1527;-23.19706113;-45.90992743;2.38000011
5.243;-0.2191;-0.2161;-0.8229;-23.19706113;-45.90992743;2.38000011
5.3;0.3259;-1.2123;-0.182;-23.19706113;-45.90992743;2.38000011
5.302;0.2978;-0.9953;0.0761;-23.19706113;-45.90992743;2.38000011
5.302;-0.026;-0.8702;-0.1688;-23.19706113;-45.90992743;2.38000011
5.358;-0.2477;-1.0199;-0.1239;-23.19706113;-45.90992743;2.38000011
5.36;-0.2125;-0.9906;-0.0928;-23.19706113;-45.90992743;2.38000011
5.361;-0.0797;-0.9428;-0.2452;-23.19706113;-45.90992743;2.38000011
5.416;-0.057;-0.9965;-0.1715;-23.19706113;-45.90992743;2.38000011
5.417;-0.1383;-0.9747;-0.2657;-23.19706113;-45.90992743;2.38000011
5.418;-0.1607;-0.9337;-0.2384;-23.19706113;-45.90992743;2.38000011
5.474;-0.1302;-0.996;-0.1431;-23.19706113;-45.90992743;2.38000011
5.475;-0.128;-0.9855;-0.1739;-23.19706113;-45.90992743;2.38000011
5.476;-0.1295;-0.9711;-0.1844;-23.19706113;-45.90992743;2.38000011
5.532;-0.1663;-0.9491;-0.2056;-23.19706113;-45.90992743;2.38000011
5.534;-0.1783;-0.9454;-0.1588;-23.19706113;-45.90992743;2.38000011
5.535;-0.1932;-0.944;-0.1458;-23.19706113;-45.90992743;2.38000011
5.59;-0.2193;-0.9203;-0.1549;-23.19706113;-45.90992743;2.38000011
5.592;-0.2332;-0.9161;-0.1883;-23.19706113;-45.90992743;2.38000011
5.593;-0.2115;-0.9467;-0.2533;-23.19706113;-45.90992743;2.38000011
5.649;-0.193;-0.9743;-0.2503;-23.19706113;-45.90992743;2.38000011
5.65;-0.1588;-1.027;-0.1771;-23.19706113;-45.90992743;2.38000011
5.651;-0.0965;-1.1374;-0.1185;-23.19706113;-45.90992743;2.38000011
5.708;-0.0203;-1.2196;-0.0557;-23.19706113;-45.90992743;2.38000011
5.71;-0.0181;-1.2553;-0.0552;-23.19706113;-45.90992743;2.38000011
5.711;-0.015;-1.3141;-0.1282;-23.19706113;-45.90992743;2.38000011
5.764;-0.0177;-1.5546;-0.2564;-23.19706113;-45.90992743;2.38000011
5.766;0.0734;-1.6953;-0.5905;-23.19706113;-45.90992743;2.38000011
5.767;0.2788;-1.8154;-0.4977;-23.19706113;-45.90992743;2.38000011
5.822;0.3195;-1.8506;-0.2703;-23.19706113;-45.90992743;2.38000011
5.824;0.5984;-1.8645;0.0573;-23.19706113;-45.90992743;2.38000011
5.825;-0.0955;-1.1566;0.2404;-23.19706113;-45.90992743;2.38000011
5.881;-0.3849;-0.4769;0.1897;-23.19706113;-45.90992743;2.38000011
5.884;-0.2218;-0.3248;-0.096;-23.19706113;-45.90992743;2.38000011
5.885;-0.5155;-0.5467;0.0798;-23.19706113;-45.90992743;2.38000011
5.938;-1.3767;-0.554;-0.0889;-23.19706113;-45.90992743;2.38000011
5.94;0.2097;-0.3763;-0.3529;-23.19706113;-45.90992743;2.38000011
5.941;0.5251;-0.1543;-0.4811;-23.19706113;-45.90992743;2.38000011
5.998;0.4382;-0.2742;0.0803;-23.19706113;-45.90992743;2.38000011
6;0.133;-0.4234;0.2209;-23.19706113;-45.90992743;2.38000011
6.002;-0.0379;-0.3773;-0.0508;-23.19706113;-45.90992743;2.38000011
6.055;-0.0421;-0.6178;0.0959;-23.19706113;-45.90992743;2.38000011
6.057;-0.0096;-0.9704;0.0983;-23.19706113;-45.90992743;2.38000011
6.057;-0.192;-1.13;-0.0233;-23.19706113;-45.90992743;2.38000011
6.112;-0.2772;-1.1664;-0.1995;-23.19706113;-45.90992743;2.38000011
6.114;-0.3409;-1.2172;-0.3292;-23.19706113;-45.90992743;2.38000011
6.114;-0.3483;-1.1886;-0.5018;-23.19706113;-45.90992743;2.38000011
6.172;-0.3363;-1.1481;-0.6217;-23.19706113;-45.90992743;2.38000011
6.174;-0.3097;-1.1195;-0.6608;-23.19706113;-45.90992743;2.38000011
6.175;-0.2538;-1.0309;-0.6481;-23.19706113;-45.90992743;2.38000011
6.23;-0.2389;-0.9711;-0.6596;-23.19706113;-45.90992743;2.38000011
6.231;-0.2201;-0.9479;-0.7274;-23.19706113;-45.90992743;2.38000011
6.232;-0.2755;-0.9528;-0.8661;-23.19706113;-45.90992743;2.38000011
6.286;-0.4759;-0.9628;-1.0361;-23.19706113;-45.90992743;2.38000011
6.287;-0.6327;-0.9491;-1.207;-23.19705165;-45.90992107;0.85000002
6.288;-0.922;-1.1171;-1.3759;-23.19705165;-45.90992107;0.85000002
6.343;-1.1093;-1.0402;-1.3032;-23.19705165;-45.90992107;0.85000002
6.344;-0.9736;-1.3176;-1.0226;-23.19705165;-45.90992107;0.85000002
6.345;-1.8203;-1.6545;0.2768;-23.19705165;-45.90992107;0.85000002
6.403;-0.7277;-1.1452;0.3261;-23.19705165;-45.90992107;0.85000002
6.405;0.3962;-0.8397;0.6143;-23.19705165;-45.90992107;0.85000002
6.406;0.2453;-1.3093;0.5322;-23.19705165;-45.90992107;0.85000002
6.461;0.0263;-1.1144;0.0253;-23.19705165;-45.90992107;0.85000002
6.463;-0.2477;-0.903;-0.3871;-23.19705165;-45.90992107;0.85000002
6.464;-0.193;-0.8231;-0.3666;-23.19705165;-45.90992107;0.85000002
6.519;-0.1583;-0.9118;-0.1209;-23.19705165;-45.90992107;0.85000002
6.521;-0.0777;-0.9682;0.007;-23.19705165;-45.90992107;0.85000002
6.521;-0.1146;-1.0285;-0.0416;-23.19705165;-45.90992107;0.85000002
6.577;-0.1529;-0.9799;-0.0372;-23.19705165;-45.90992107;0.85000002
6.578;-0.1141;-0.9826;0.0458;-23.19705165;-45.90992107;0.85000002
6.579;-0.1082;-1.018;0.0498;-23.19705165;-45.90992107;0.85000002
6.634;-0.1146;-0.9894;-0.1209;-23.19705165;-45.90992107;0.85000002
6.636;-0.1287;-0.9479;-0.19;-23.19705165;-45.90992107;0.85000002
6.637;-0.1468;-0.9384;-0.1329;-23.19705165;-45.90992107;0.85000002
6.693;-0.1725;-0.9411;-0.0731;-23.19705165;-45.90992107;0.85000002
6.695;-0.1964;-0.9762;-0.0811;-23.19705165;-45.90992107;0.85000002
6.696;-0.1744;-1.0133;-0.107;-23.19705165;-45.90992107;0.85000002
6.751;-0.1683;-0.9882;-0.1561;-23.19705165;-45.90992107;0.85000002
6.752;-0.1812;-0.9682;-0.1717;-23.19705165;-45.90992107;0.85000002
6.753;-0.183;-0.9845;-0.1783;-23.19705165;-45.90992107;0.85000002
6.808;-0.1808;-0.9806;-0.1641;-23.19705165;-45.90992107;0.85000002
6.809;-0.2252;-0.9364;-0.189;-23.19705165;-45.90992107;0.85000002
6.81;-0.2311;-0.9205;-0.1951;-23.19705165;-45.90992107;0.85000002
6.867;-0.214;-0.954;-0.1141;-23.19705165;-45.90992107;0.85000002
6.868;-0.214;-0.9613;-0.0611;-23.19705165;-45.90992107;0.85000002
6.869;-0.2196;-0.9457;-0.1121;-23.19705165;-45.90992107;0.85000002
6.925;-0.2184;-0.9252;-0.1365;-23.19705165;-45.90992107;0.85000002
6.926;-0.2181;-0.9413;-0.1319;-23.19705165;-45.90992107;0.85000002
6.927;-0.2274;-0.9342;-0.1029;-23.19705165;-45.90992107;0.85000002
6.983;-0.223;-0.9552;-0.0931;-23.19705165;-45.90992107;0.85000002
6.984;-0.1976;-1.0067;-0.0858;-23.19705165;-45.90992107;0.85000002
6.985;-0.1744;-1.0441;-0.0982;-23.19705165;-45.90992107;0.85000002
7.041;-0.1602;-1.0431;-0.1453;-23.19705165;-45.90992107;0.85000002
7.041;-0.1795;-1.0321;-0.1475;-23.19705165;-45.90992107;0.85000002
7.042;-0.1651;-1.0521;-0.1302;-23.19705165;-45.90992107;0.85000002
7.099;-0.1265;-1.1142;-0.0806;-23.19705165;-45.90992107;0.85000002
7.1;-0.0882;-1.1784;-0.0604;-23.19705165;-45.90992107;0.85000002
